title,year,certificate,runtime,genre,rating,metascore
Rockstar,(2011),Not Rated,159 min,"Drama, Music, Musical ",7.7,
Nebraska,(2013),R,115 min,"Adventure, Comedy, Drama ",7.7,87
Wreck-It Ralph,(2012),PG,101 min,"Animation, Adventure, Comedy ",7.7,72
The Little Prince,(2015),PG,108 min,"Animation, Adventure, Drama ",7.7,70
Detachment,(2011),Not Rated,98 min,Drama ,7.7,52
Midnight in Paris,(2011),PG-13,94 min,"Comedy, Fantasy, Romance ",7.7,81
The Lego Movie,(2014),PG,100 min,"Animation, Action, Adventure ",7.7,83
Gravity,(2013),PG-13,91 min,"Drama, Sci-Fi, Thriller ",7.7,96
Star Trek Into Darkness,(2013),PG-13,132 min,"Action, Adventure, Sci-Fi ",7.7,72
Beasts of No Nation,(2015),Not Rated,137 min,"Drama, War ",7.7,79
The Social Network,(2010),PG-13,120 min,"Biography, Drama ",7.7,95
X-Men: First Class,(2011),PG-13,131 min,"Action, Adventure, Sci-Fi ",7.7,65
The Hangover,(2009),R,100 min,Comedy ,7.7,73
Skyfall,(2012),PG-13,143 min,"Action, Adventure, Thriller ",7.7,81
Silver Linings Playbook,(2012),R,122 min,"Comedy, Drama, Romance ",7.7,81
Argo,(2012),R,120 min,"Biography, Drama, Thriller ",7.7,86
500 Days of Summer,(2009),PG-13,95 min,"Comedy, Drama, Romance ",7.7,76
Harry Potter and the Deathly Hallows: Part 1,(2010),PG-13,146 min,"Adventure, Family, Fantasy ",7.7,65
Ponyo,(2008),G,101 min,"Animation, Adventure, Comedy ",7.7,86
Frost/Nixon,(2008),R,122 min,"Biography, Drama, History ",7.7,80
Paprika,(2006),R,90 min,"Animation, Drama, Fantasy ",7.7,81
Changeling,(2008),R,141 min,"Biography, Crime, Drama ",7.7,63
Flipped,(I) (2010),PG,90 min,"Comedy, Drama, Romance ",7.7,45
The Girl Who Leapt Through Time,(2006),TV-PG,98 min,"Animation, Adventure, Comedy ",7.7,
Death Note,(2006),Not Rated,126 min,"Crime, Drama, Fantasy ",7.7,
This Is England,(2006),Not Rated,101 min,"Crime, Drama ",7.7,86
Ex Machina,(2014),R,108 min,"Drama, Sci-Fi, Thriller ",7.7,78
After the Wedding,(2006),R,120 min,Drama ,7.7,78
The Last King of Scotland,(2006),R,123 min,"Biography, Drama, History ",7.7,74
Zodiac,(2007),R,157 min,"Crime, Drama, Mystery ",7.7,78
Lucky Number Slevin,(2006),R,110 min,"Action, Crime, Drama ",7.7,53
Joyeux Noel,(2005),PG-13,116 min,"Drama, History, Music ",7.7,70
Control,(2007),R,122 min,"Biography, Drama, Music ",7.7,78
Tangled,(2010),PG,100 min,"Animation, Adventure, Comedy ",7.7,71
Black Book,(2006),R,145 min,"Drama, Thriller, War ",7.7,71
Brokeback Mountain,(2005),R,134 min,"Drama, Romance ",7.7,87
3:10 to Yuma,(2007),R,122 min,"Action, Crime, Drama ",7.7,76
Crash,(I) (2004),R,112 min,"Crime, Drama, Thriller ",7.7,66
Kung Fu Hustle,(2004),R,99 min,"Action, Comedy, Fantasy ",7.7,78
The Bourne Supremacy,(2004),PG-13,108 min,"Action, Mystery, Thriller ",7.7,73
The Machinist,(2004),R,101 min,"Drama, Thriller ",7.7,61
Ray,(I) (2004),PG-13,152 min,"Biography, Drama, Music ",7.7,73
Lost in Translation,(2003),R,102 min,"Comedy, Drama ",7.7,89
Harry Potter and the Goblet of Fire,(2005),PG-13,157 min,"Adventure, Family, Fantasy ",7.7,81
Man on Fire,(2004),R,146 min,"Action, Crime, Drama ",7.7,47
Coraline,(2009),PG,100 min,"Animation, Drama, Family ",7.7,80
The Last Samurai,(2003),R,154 min,"Action, Drama ",7.7,55
The Magdalene Sisters,(2002),R,114 min,Drama ,7.7,83
Finding Neverland,(2004),PG,106 min,"Biography, Drama, Family ",7.7,67
Good Bye Lenin!,(2003),R,121 min,"Comedy, Drama, Romance ",7.7,68
In America,(2002),PG-13,105 min,Drama ,7.7,76
I Am Sam,(2001),PG-13,132 min,Drama ,7.7,28
Adaptation.,(2002),R,115 min,"Comedy, Drama ",7.7,83
Black Hawk Down,(2001),R,144 min,"Drama, History, War ",7.7,74
Road to Perdition,(2002),R,117 min,"Crime, Drama, Thriller ",7.7,72
The Experiment,(2001),R,120 min,"Drama, Thriller ",7.7,60
Billy Elliot,(2000),R,110 min,"Drama, Music ",7.7,74
Hedwig and the Angry Inch,(2001),R,95 min,"Comedy, Drama, Music ",7.7,85
Ocean's Eleven,(2001),PG-13,116 min,"Crime, Thriller ",7.7,74
Vampire Hunter D: Bloodlust,(2000),R,103 min,"Animation, Action, Fantasy ",7.7,62
"O Brother, Where Art Thou?",(2000),PG-13,107 min,"Adventure, Comedy, Crime ",7.7,69
Interstate 60: Episodes of the Road,(2002),R,116 min,"Adventure, Comedy, Drama ",7.7,
"South Park: Bigger, Longer & Uncut",(1999),R,81 min,"Animation, Comedy, Fantasy ",7.7,73
Office Space,(1999),R,89 min,Comedy ,7.7,68
Happiness,(1998),Unrated,134 min,"Comedy, Drama ",7.7,81
Training Day,(2001),R,122 min,"Crime, Drama, Thriller ",7.7,69
Rushmore,(1998),R,93 min,"Comedy, Drama, Romance ",7.7,86
Open Your Eyes,(1997),R,119 min,"Drama, Mystery, Sci-Fi ",7.7,
Being John Malkovich,(1999),R,113 min,"Comedy, Drama, Fantasy ",7.7,90
As Good as It Gets,(1997),PG-13,139 min,"Comedy, Drama, Romance ",7.7,67
The Fifth Element,(1997),PG-13,126 min,"Action, Adventure, Sci-Fi ",7.7,52
Le Dîner de Cons,(1998),PG-13,80 min,Comedy ,7.7,73
Donnie Brasco,(1997),R,127 min,"Biography, Crime, Drama ",7.7,76
Shine,(1996),PG-13,105 min,"Biography, Drama, Music ",7.7,87
Primal Fear,(1996),R,129 min,"Crime, Drama, Mystery ",7.7,47
Hamlet,(1996),PG-13,242 min,Drama ,7.7,
A Little Princess,(1995),G,97 min,"Drama, Family, Fantasy ",7.7,83
Fallen Angels,(1995),R,99 min,"Comedy, Crime, Drama ",7.7,71
Il Postino,(1994),PG,108 min,"Biography, Comedy, Drama ",7.7,81
Clerks,(1994),R,92 min,Comedy ,7.7,70
Short Cuts,(1993),R,188 min,"Comedy, Drama ",7.7,79
Philadelphia,(1993),PG-13,125 min,Drama ,7.7,66
The Muppet Christmas Carol,(1992),G,85 min,"Comedy, Drama, Family ",7.7,64
Malcolm X,(1992),PG-13,202 min,"Biography, Drama, History ",7.7,73
The Last of the Mohicans,(1992),R,112 min,"Action, Adventure, Drama ",7.7,76
Porco Rosso,(1992),PG,94 min,"Animation, Adventure, Comedy ",7.7,83
Glengarry Glen Ross,(1992),R,100 min,"Crime, Drama, Mystery ",7.7,82
A Few Good Men,(1992),R,138 min,"Drama, Thriller ",7.7,62
Fried Green Tomatoes,(1991),PG-13,130 min,Drama ,7.7,64
Barton Fink,(1991),R,116 min,"Comedy, Drama, Thriller ",7.7,69
Miller's Crossing,(1990),R,115 min,"Crime, Drama, Thriller ",7.7,66
Who Framed Roger Rabbit,(1988),PG,104 min,"Animation, Adventure, Comedy ",7.7,83
The Vanishing,(1988),Not Rated,107 min,"Mystery, Thriller ",7.7,
Withnail & I,(1987),R,107 min,"Comedy, Drama ",7.7,84
The Last Emperor,(1987),PG-13,163 min,"Biography, Drama, History ",7.7,76
Empire of the Sun,(1987),PG,153 min,"Action, Drama, History ",7.7,62
The Name of the Rose,(1986),R,130 min,"Crime, Drama, Mystery ",7.7,54
Blue Velvet,(1986),R,120 min,"Drama, Mystery, Thriller ",7.7,76
The Purple Rose of Cairo,(1985),PG,82 min,"Comedy, Fantasy, Romance ",7.7,75
After Hours,(1985),R,97 min,"Comedy, Crime, Drama ",7.7,90
Zelig,(1983),PG,79 min,Comedy ,7.7,
The Verdict,(1982),R,129 min,Drama ,7.7,77
Star Trek II: The Wrath of Khan,(1982),PG,113 min,"Action, Adventure, Sci-Fi ",7.7,67
First Blood,(1982),R,93 min,"Action, Adventure ",7.7,61
Ordinary People,(1980),R,124 min,Drama ,7.7,86
Airplane!,(1980),PG,88 min,Comedy ,7.7,78
Lupin the 3rd: Castle of Cagliostro,(1979),PG-13,102 min,"Animation, Adventure, Family ",7.7,71
The Tenant,(1976),R,126 min,"Drama, Thriller ",7.7,71
Love and Death,(1975),PG,85 min,"Comedy, War ",7.7,89
The Taking of Pelham One Two Three,(1974),R,104 min,"Action, Crime, Thriller ",7.7,68
Blazing Saddles,(1974),R,93 min,"Comedy, Western ",7.7,73
Serpico,(1973),R,130 min,"Biography, Crime, Drama ",7.7,87
Enter the Dragon,(1973),R,102 min,"Action, Crime, Drama ",7.7,83
Deliverance,(1972),R,109 min,"Adventure, Drama, Thriller ",7.7,80
The French Connection,(1971),R,104 min,"Action, Crime, Drama ",7.7,94
Dirty Harry,(1971),R,102 min,"Action, Crime, Thriller ",7.7,90
Where Eagles Dare,(1968),M,158 min,"Action, Adventure, War ",7.7,63
The Odd Couple,(1968),G,105 min,Comedy ,7.7,86
The Dirty Dozen,(1967),Not Rated,150 min,"Action, Adventure, War ",7.7,73
Belle de Jour,(1967),R,100 min,"Drama, Romance ",7.7,
A Man for All Seasons,(1966),G,120 min,"Biography, Drama, History ",7.7,72
Repulsion,(1965),Not Rated,105 min,"Drama, Horror, Thriller ",7.7,91
Zulu,(1964),Not Rated,138 min,"Drama, History, War ",7.7,77
Goldfinger,(1964),PG,110 min,"Action, Adventure, Thriller ",7.7,87
The Birds,(1963),PG-13,119 min,"Drama, Horror, Mystery ",7.7,90
Cape Fear,(1962),Passed,106 min,"Drama, Thriller ",7.7,76
Peeping Tom,(1960),Not Rated,101 min,"Drama, Horror, Thriller ",7.7,
The Magnificent Seven,(1960),Approved,128 min,"Action, Adventure, Western ",7.7,74
Eyes Without a Face,(1960),Not Rated,90 min,"Drama, Horror ",7.7,90
Invasion of the Body Snatchers,(1956),Not Rated,80 min,"Drama, Horror, Sci-Fi ",7.7,92
Rebel Without a Cause,(1955),PG-13,111 min,Drama ,7.7,89
The Ladykillers,(1955),Not Rated,91 min,"Comedy, Crime ",7.7,91
Sabrina,(1954),Passed,113 min,"Comedy, Drama, Romance ",7.7,72
The Quiet Man,(1952),Passed,129 min,"Comedy, Drama, Romance ",7.7,
The Day the Earth Stood Still,(1951),G,92 min,"Drama, Sci-Fi ",7.7,
The African Queen,(1951),PG,105 min,"Adventure, Drama, Romance ",7.7,91
Gilda,(1946),Approved,110 min,"Drama, Film-Noir, Romance ",7.7,
Fantasia,(1940),G,125 min,"Animation, Family, Fantasy ",7.7,96
The Invisible Man,(1933),TV-PG,71 min,"Horror, Sci-Fi ",7.7,87
The Farewell,(I) (2019),PG,100 min,"Comedy, Drama ",7.6,89
Searching,(III) (2018),PG-13,102 min,"Drama, Mystery, Thriller ",7.6,71
Once Upon a Time... In Hollywood,(2019),R,161 min,"Comedy, Drama ",7.6,83
Loveless,(2017),R,127 min,Drama ,7.6,86
The Florida Project,(2017),R,111 min,Drama ,7.6,92
Gifted,(2017),PG-13,101 min,Drama ,7.6,60
The Peanut Butter Falcon,(2019),PG-13,97 min,"Adventure, Comedy, Drama ",7.6,70
Victoria,(II) (2015),Not Rated,138 min,"Crime, Drama, Romance ",7.6,77
Mustang,(2015),PG-13,97 min,Drama ,7.6,83
Guardians of the Galaxy Vol. 2,(2017),PG-13,136 min,"Action, Adventure, Comedy ",7.6,67
Baby Driver,(2017),R,113 min,"Action, Crime, Music ",7.6,86
Only the Brave,(2017),PG-13,134 min,"Action, Biography, Drama ",7.6,72
Bridge of Spies,(2015),PG-13,142 min,"Drama, History, Thriller ",7.6,81
Incredibles 2,(2018),PG,118 min,"Animation, Action, Adventure ",7.6,80
Moana,(I) (2016),PG,107 min,"Animation, Adventure, Comedy ",7.6,81
Sicario,(2015),R,121 min,"Action, Crime, Drama ",7.6,82
Creed,(II) (2015),PG-13,133 min,"Drama, Sport ",7.6,82
Leviathan,(2014),R,140 min,"Crime, Drama ",7.6,92
Hell or High Water,(II) (2016),R,102 min,"Action, Crime, Drama ",7.6,88
Philomena,(2013),PG-13,98 min,"Biography, Comedy, Drama ",7.6,77
Dawn of the Planet of the Apes,(2014),PG-13,130 min,"Action, Adventure, Drama ",7.6,79
The Body,(2012),,112 min,"Mystery, Thriller ",7.6,
The Raid: Redemption,(2011),R,101 min,"Action, Thriller ",7.6,73
End of Watch,(2012),R,109 min,"Action, Crime, Drama ",7.6,68
The Secret World of Arrietty,(2010),G,94 min,"Animation, Adventure, Family ",7.6,80
A Star Is Born,(2018),R,136 min,"Drama, Music, Romance ",7.6,88
True Grit,(2010),PG-13,110 min,"Drama, Western ",7.6,80
In a Better World,(2010),R,118 min,"Drama, Romance ",7.6,65
Despicable Me,(2010),PG,95 min,"Animation, Comedy, Crime ",7.6,72
50/50,(2011),R,100 min,"Comedy, Drama, Romance ",7.6,72
Kick-Ass,(2010),R,117 min,"Action, Comedy, Crime ",7.6,66
Celda 211,(2009),,113 min,"Action, Adventure, Crime ",7.6,
Moneyball,(2011),PG-13,133 min,"Biography, Drama, Sport ",7.6,87
The Skin I Live In,(2011),R,120 min,"Drama, Horror, Thriller ",7.6,70
Zombieland,(2009),R,88 min,"Adventure, Comedy, Fantasy ",7.6,73
The Wave,(2008),Not Rated,107 min,"Drama, Thriller ",7.6,
Sherlock Holmes,(2009),PG-13,128 min,"Action, Adventure, Mystery ",7.6,57
The Blind Side,(2009),PG-13,129 min,"Biography, Drama, Sport ",7.6,53
The Visitor,(I) (2007),PG-13,104 min,Drama ,7.6,79
Seven Pounds,(2008),PG-13,123 min,"Drama, Romance ",7.6,36
Eastern Promises,(2007),R,100 min,"Action, Crime, Drama ",7.6,82
Stardust,(2007),PG-13,127 min,"Adventure, Family, Fantasy ",7.6,66
The Secret of Kells,(2009),Not Rated,75 min,"Animation, Adventure, Family ",7.6,81
Inside Man,(2006),R,129 min,"Crime, Drama, Mystery ",7.6,76
Gone Baby Gone,(2007),R,114 min,"Crime, Drama, Mystery ",7.6,72
La Vie En Rose,(2007),PG-13,140 min,"Biography, Drama, Music ",7.6,66
Fearless,(2006),PG-13,104 min,"Action, Biography, Drama ",7.6,70
The Illusionist,(2006),PG-13,110 min,"Drama, Fantasy, Mystery ",7.6,68
Thank You for Smoking,(2005),R,92 min,"Comedy, Drama ",7.6,71
Dead Man's Shoes,(2004),Not Rated,90 min,"Crime, Drama, Thriller ",7.6,52
Harry Potter and the Half-Blood Prince,(2009),PG,153 min,"Action, Adventure, Family ",7.6,78
300,(2006),R,117 min,"Action, Drama ",7.6,52
Match Point,(2005),R,124 min,"Drama, Romance, Thriller ",7.6,72
Watchmen,(2009),R,162 min,"Action, Drama, Mystery ",7.6,56
Lord of War,(2005),R,122 min,"Action, Crime, Drama ",7.6,62
Saw,(2004),R,103 min,"Horror, Mystery ",7.6,46
"Synecdoche, New York",(2008),R,124 min,Drama ,7.6,67
Mysterious Skin,(2004),Unrated,105 min,Drama ,7.6,73
Love Me If You Dare,(2003),R,93 min,"Comedy, Drama, Romance ",7.6,45
A Very Long Engagement,(2004),R,133 min,"Drama, Mystery, Romance ",7.6,76
The Station Agent,(2003),R,89 min,"Comedy, Drama ",7.6,81
21 Grams,(2003),R,124 min,"Crime, Drama, Thriller ",7.6,70
Love Actually,(2003),R,135 min,"Comedy, Drama, Romance ",7.6,55
Sympathy for Mr. Vengeance,(2002),R,129 min,"Crime, Drama, Thriller ",7.6,56
25th Hour,(2002),R,135 min,Drama ,7.6,68
The Butterfly Effect,(2004),R,113 min,"Drama, Sci-Fi, Thriller ",7.6,30
28 Days Later...,(2002),R,113 min,"Drama, Horror, Sci-Fi ",7.6,73
Battle Royale,(2000),Not Rated,114 min,"Action, Adventure, Drama ",7.6,81
The Royal Tenenbaums,(2001),R,110 min,"Comedy, Drama ",7.6,76
Y Tu Mamá También,(2001),R,106 min,Drama ,7.6,88
Harry Potter and the Sorcerer's Stone,(2001),PG,152 min,"Adventure, Family, Fantasy ",7.6,64
The Others,(2001),PG-13,104 min,"Horror, Mystery, Thriller ",7.6,74
Blow,(2001),R,124 min,"Biography, Crime, Drama ",7.6,52
Enemy at the Gates,(2001),R,131 min,"Drama, History, War ",7.6,53
Traffic,(2000),R,147 min,"Crime, Drama, Thriller ",7.6,86
Minority Report,(2002),PG-13,145 min,"Action, Crime, Mystery ",7.6,80
The Hurricane,(1999),R,146 min,"Biography, Drama, Sport ",7.6,74
American Psycho,(2000),R,101 min,"Comedy, Crime, Drama ",7.6,64
Run Lola Run,(1998),R,80 min,"Crime, Drama, Thriller ",7.6,77
The Thin Red Line,(1998),R,170 min,"Drama, War ",7.6,78
Mulan,(1998),G,88 min,"Animation, Adventure, Family ",7.6,71
Fear and Loathing in Las Vegas,(1998),R,118 min,"Adventure, Comedy, Drama ",7.6,41
Funny Games,(1997),Not Rated,108 min,"Crime, Drama, Thriller ",7.6,69
Dark City,(1998),R,100 min,"Mystery, Sci-Fi, Thriller ",7.6,66
Sleepers,(1996),R,147 min,"Crime, Drama, Thriller ",7.6,49
Lost Highway,(1997),R,134 min,"Mystery, Thriller ",7.6,52
Sense and Sensibility,(1995),PG,136 min,"Drama, Romance ",7.6,84
Die Hard with a Vengeance,(1995),R,128 min,"Action, Adventure, Thriller ",7.6,58
Dead Man,(1995),R,121 min,"Adventure, Drama, Fantasy ",7.6,62
The Bridges of Madison County,(1995),PG-13,135 min,"Drama, Romance ",7.6,66
Apollo 13,(I) (1995),PG,140 min,"Adventure, Drama, History ",7.6,77
Three Colors: White,(1994),R,92 min,"Comedy, Drama, Romance ",7.6,88
Falling Down,(1993),R,113 min,"Action, Crime, Drama ",7.6,56
Dazed and Confused,(1993),R,102 min,Comedy ,7.6,78
My Cousin Vinny,(1992),R,120 min,"Comedy, Crime ",7.6,68
Only Yesterday,(1991),PG,118 min,"Animation, Drama, Romance ",7.6,90
Delicatessen,(1991),R,99 min,"Comedy, Crime ",7.6,66
The Hunt for Red October,(1990),PG,135 min,"Action, Adventure, Thriller ",7.6,58
Home Alone,(1990),PG,103 min,"Comedy, Family ",7.6,63
The Godfather: Part III,(1990),R,162 min,"Crime, Drama ",7.6,60
When Harry Met Sally...,(1989),R,95 min,"Comedy, Drama, Romance ",7.6,76
National Lampoon's Christmas Vacation,(1989),PG-13,97 min,Comedy ,7.6,49
The Little Mermaid,(1989),G,83 min,"Animation, Family, Fantasy ",7.6,88
The Naked Gun: From the Files of Police Squad!,(1988),PG-13,85 min,"Comedy, Crime ",7.6,76
Dangerous Liaisons,(1988),R,119 min,"Drama, Romance ",7.6,74
"Planes, Trains and Automobiles",(1987),R,93 min,"Comedy, Drama ",7.6,72
Lethal Weapon,(1987),R,109 min,"Action, Crime, Thriller ",7.6,68
The Fly,(1986),R,96 min,"Drama, Horror, Sci-Fi ",7.6,79
Indiana Jones and the Temple of Doom,(1984),PG,118 min,"Action, Adventure ",7.6,57
Blood Simple,(1984),R,99 min,"Crime, Drama, Thriller ",7.6,82
On Golden Pond,(1981),PG,109 min,Drama ,7.6,68
The Road Warrior,(1981),R,96 min,"Action, Adventure, Sci-Fi ",7.6,77
The Warriors,(1979),R,92 min,"Action, Crime, Thriller ",7.6,65
The Muppet Movie,(1979),G,95 min,"Adventure, Comedy, Family ",7.6,74
Escape from Alcatraz,(1979),PG,112 min,"Action, Biography, Crime ",7.6,76
Watership Down,(1978),PG,91 min,"Animation, Adventure, Drama ",7.6,64
Midnight Express,(1978),R,121 min,"Biography, Crime, Drama ",7.6,59
Close Encounters of the Third Kind,(1977),PG,138 min,"Drama, Sci-Fi ",7.6,90
Robin Hood,(1973),G,83 min,"Animation, Adventure, Comedy ",7.6,57
The Long Goodbye,(1973),R,112 min,"Comedy, Crime, Drama ",7.6,87
Duck You Sucker,(1971),PG,138 min,"Drama, War, Western ",7.6,77
Kelly's Heroes,(1970),GP,144 min,"Adventure, Comedy, War ",7.6,50
The Jungle Book,(1967),G,78 min,"Animation, Adventure, Family ",7.6,65
Blow-Up,(1966),Not Rated,111 min,"Drama, Mystery, Thriller ",7.6,82
A Hard Day's Night,(1964),G,87 min,"Comedy, Music, Musical ",7.6,96
Breakfast at Tiffany's,(1961),Approved,115 min,"Comedy, Drama, Romance ",7.6,76
Giant,(1956),G,201 min,"Drama, Western ",7.6,84
From Here to Eternity,(1953),Passed,118 min,"Drama, Romance, War ",7.6,85
Lifeboat,(1944),Not Rated,97 min,"Drama, War ",7.6,78
Snow White and the Seven Dwarfs,(1937),Approved,83 min,"Animation, Family, Fantasy ",7.6,95
The 39 Steps,(1935),Not Rated,86 min,"Mystery, Thriller ",7.6,93
